consulta	nombre	categoria	direccion	pagina_web	telefono
laboratorio	Laboratorio Clinico de Salud Integral Limitada	Laboratorios Clinicos	Antonio Bellet 77 PROVIDENCIA - RM	NA	(56)222640719
laboratorio	Laboratorio Clinico y Hematologico Fleming LTDA.	Laboratorios Clinicos	Benavente 840 Puerto Montt - X Región	NA	(56)652267399
laboratorio	Laboratorio Rovic	Laboratorios De Cosmeticos	Williams Rebolledo 1930 ÑUÑOA - RM	www.laboratoriorovic.cl	(56)223620576
laboratorio	Laboratorio Clinico Meditest Dra. Reineria Hermosilla	Laboratorios Clinicos	Benavente 840 Puerto Montt - X Región	NA	(56)652310165
laboratorio	Laboratorio y Banco de Sangre	Laboratorios Clinicos	Víctor Manuel 1435 SANTIAGO - RM	NA	(56)225545142
laboratorio	Laboratorio Clinico Biogenesis LTDA.	Laboratorios Clinicos	Orella 769 Iquique - I Región	www.biogenesis.cl	(56)572418759
laboratorio	Laboratorio Clinico Multimedica	Laboratorios Clinicos	Llano Subercaseaux 4005 SAN Miguel - RM	NA	(56)225514611
laboratorio	Biomolecular	Laboratorios Clinicos	2 Norte 641 Talca - VII Región	NA	(56)712212040
laboratorio	Perkinelmer	Equipos Para Laboratorios	Av Antonio Varas 671 PROVIDENCIA - RM	www.perkinelmer.cl	(56)227847500
laboratorio	Arvident	Laboratorios Dentales	Lincoyán 71 Concepción - VIII Región	www.arvident.cl	(56)412914608
laboratorio	Laboratorio Folch LTDA.	Laboratorios Clinicos	18 de Septiembre 860 Chillán - VIII Región	www.laboratoriofolch.cl	(56)422223377
laboratorio	Ginobs LTDA.	Laboratorios Clinicos	Av Manquehue Norte 1407 VITACURA - RM	NA	(56)222019661
laboratorio	Labtech Hebro Limitada	Equipos Para Laboratorios	Paula Jaraquemada 1553 RENCA - RM	www.labtechhebro.cl	(56)222071719
laboratorio	Genesys Chile LTDA.	Equipos Para Laboratorios	Av José Domingo Cañas 570 ÑUÑOA - RM	www.genesyschile.cl	(56)222690360
laboratorio	Laboratorio Dental Leandro Parra O.	Laboratorios Dentales	Av Gran Av.José Miguel Carrera 6477 LA Cisterna - RM	www.laboratoriolapaossa.cl	(56)225172773
laboratorio	Inmunomedica	Laboratorios Clinicos	Caupolicán 201 Los Angeles - VIII Región	www.inmunomedica.cl	(56)412466200
laboratorio	Silob	Laboratorios Clinicos	Benavente 315 Puerto Montt - X Región	www.silobchile.cl	(56)652260277
laboratorio	Laboratorio Clinico Galeno	Laboratorios Clinicos	Coquimbo 712 Antofagasta - II Región	NA	(56)552288915
laboratorio	Laboratorio Clinico los Olivos	Laboratorios Clinicos	Borgoño 409 Coquimbo - IV Región	www.lablosolivos.cl	(56)512321214
laboratorio	Tcl LTDA.	Articulos Para Laboratorios	José Manuel Borgoño 2736 RENCA - RM	www.tclonline.cl	(56)226418465
laboratorio	Laboratorio Clinico Schwerter	Laboratorios Clinicos	Colo-Colo 235 Concepción - VIII Región	NA	(56)412621268
laboratorio	Edemet LTDA.	Equipos Para Laboratorios	Lautaro 2062 Concepción - VIII Región	www.edemet.cl	(56)412992112
laboratorio	Sociedad Distribuidora de Productos de Laboratorio Indulab	Articulos Para Laboratorios	Las Begonias 0898 LA Granja - RM	www.indulab.cl	(56)225169410
laboratorio	Laboratorio Dentomedico Eirl	Laboratorios Dentales	Max Jara 361 Linares - VII Región	NA	(56)732218584
laboratorio	Laboratorio Clinico Playa Brava	Laboratorios Clinicos	Av José Francisco Vergara 3327 Iquique - I Región	NA	(56)572393544
laboratorio	Laboratorio Clinico Biomaas	Laboratorios Clinicos	Av Manuel Rodríguez 941 San Fernando - VI Región	NA	(56)722715450
laboratorio	Laboratorio Clinico Laboclin	Laboratorios Clinicos	Clarencia 877 Concón - V Región	NA	(56)323243543
laboratorio	Laboratorio Clinico Cauquenes	Laboratorios Clinicos	Claudina Urrutia 241 Cauquenes - VII Región	NA	(56)732512404
laboratorio	Laboratorio Clinico Lantadilla	Laboratorios Clinicos	Av Freire 560 Rancagua - VI Región	www.lantadilla.cl	(56)722241160
laboratorio	Laboratorio Ximena Gonzalez LTDA.	Laboratorios Clinicos	2 Poniente 1380 Talca - VII Región	NA	(56)712220185
laboratorio	Laboratorio de Histologia y Citopatologico	Laboratorios Clinicos	Beaucheff 768 Valdivia - XIV Región	www.histoval.cl	(56)632228550
laboratorio	Servicios Anatomopatologicos LTDA.	Laboratorios Clinicos	Esmeralda 1807 Antofagasta - II Región	NA	(56)552265348
laboratorio	Laboratorios Dentales Juan Carlos Cortes	Laboratorios Dentales	Av Balmaceda 552 PEÑAFLOR - RM	NA	(56)228149006
laboratorio	Laboratorio Clinico Veterinario los Muermos	Laboratorios Clinicos	Manuel Montt 29 Los Muermos - X Región	NA	(56)652211811
laboratorio	Laboratorio Clinico San Carlos Limitada	Laboratorios Clinicos	Brasil 362 San Carlos - VIII Región	NA	(56)422411695
laboratorio	Laboratorio Marticorena Ltda	Laboratorios Clinicos	Vicuña Mackenna 520 Temuco - IX Región	NA	(56)452214040
laboratorio	Soc Comercial Arte Foto Limitada	Laboratorios Fotograficos	Manuel Rodríguez 980 Temuco - IX Región	NA	(56)452952178
laboratorio	Patricio Ivan Barrales Riquelme	Laboratorios Dentales	Ministro Zenteno 274 Temuco - IX Región	NA	(56)452329356
laboratorio	Laboratorio Dental Sur	Laboratorios Dentales	Pje Castilla 745 Temuco - IX Región	NA	(56)452232702
laboratorio	Sociedad Genetica Aplicada	Laboratorios Clinicos	Purísima 780 Puerto Varas - X Región	NA	(56)652233965
laboratorio	Suranalisis LTDA.	Laboratorios Clinicos	Comercio 766 Río Bueno - XIV Región	NA	(56)642341670
laboratorio	Soc Laboratorio Clinico Austral Ltda	Laboratorios Clinicos	Av Arturo Prat 455 La Unión - XIV Región	NA	(56)642323055
laboratorio	Laboratorios Recalcine Area Veterinaria	Laboratorios Veterinarios	Aníbal Pinto 200 Puerto Montt - X Región	www.recalcine.cl	(56)652434325
laboratorio	Muebles para Laboratorios	Muebles Para Laboratorios	Obpo. M. Umaña S. 1201 ESTACIÓN Central - RM	www.mueblesparalaboratorio.cl	(56)979291960
laboratorio	Laboratorios Recalcine S.A.	Laboratorios Farmaceuticos	14 Norte 571 Viña del Mar - V Región	NA	(56)322687236
laboratorio	Laboratorio Dental Francesetti Limitada	Laboratorios Dentales	Pedro Pablo Muñoz 831 La Serena - IV Región	www.celadent.cl	(56)512214963
laboratorio	Laboratorios Wyeth Inc	Laboratorios Veterinarios	Av del Mar 4780 La Serena - IV Región	NA	(56)224635600
laboratorio	Laboratorio Clinico del Lago	Laboratorios Clinicos	Camilo Henríquez 280 Villarrica - IX Región	www.lablago.cl	(56)452419914
laboratorio	Hevisa LTDA.	Equipos Para Laboratorios	Volcán Lanín 452 PUDAHUEL - RM	www.hevisa.cl	(56)229493368
laboratorio	Tecnarome	Laboratorios Clinicos	Ramón Freire 0 SANTIAGO - RM	NA	(56)223772940
laboratorio	Protdental	Laboratorios Dentales	San Alberto 1693 PUENTE Alto - RM	NA	(56)994776700
laboratorio	Laboratorio Clínico Elmo	Laboratorios Clinicos	Vivar 1229 Iquique - I Región	NA	(56)572418213
laboratorio	Laboratorio Dental Portocarrero	Laboratorios Dentales	San Martín 555 Arica - XV Región	NA	(56)976722035
laboratorio	Laboratorio Clínico Chungará Ltda	Laboratorios Clinicos	18 de Septiembre 1315 Arica - XV Región	NA	(56)582252172
laboratorio	Laboratorio Dental Briceño Huidobro	Laboratorios Dentales	Vivar 1271 Iquique - I Región	NA	(56)572471864
laboratorio	Laboratorio Dental Eduardo Llanos	Laboratorios Dentales	Cobija 2054 Calama - II Región	NA	(56)552313247
laboratorio	Laboratorio Dental	Laboratorios Dentales	Claudio Vicuña 786 Quilpué - V Región	NA	(56)322722456
laboratorio	Laboratorio Dental Fernandez Alvarez	Laboratorios Dentales	Molina 478 Valparaíso - V Región	NA	(56)322218008
laboratorio	Laboratorio Dental Agustin Contreras	Laboratorios Dentales	Av Independencia 1725 Valparaíso - V Región	NA	(56)322251940
laboratorio	Sociedad Maria Alexia Valck Matthei y CIA.	Laboratorios Clinicos	Arlegui 440 Viña del Mar - V Región	NA	(56)322714224
laboratorio	Laboratorio Clinico Bio Centro	Laboratorios Clinicos	Lib. B. O'Higgins 510 Los Andes - V Región	www.bio-centro.cl	(56)342408018
laboratorio	Laboratorio Medico Scheihing y Vargas Limitada	Laboratorios Clinicos	Maipú 40 Quillota - V Región	NA	(56)332316166
laboratorio	Quimis	Articulos Para Laboratorios	Av San Rafael 77 San Felipe - V Región	www.quimis.cl	(56)342530425
laboratorio	Laboratorio Dental Quilpue	Laboratorios Dentales	Av Antiguo Marga Marga 1449 Quilpué - V Región	www.labquilpue.cl	(56)322915949
laboratorio	Soc de Servicios Dentales Limitada	Laboratorios Dentales	Pje La Paz 1368 Viña del Mar - V Región	NA	(56)322680558
laboratorio	Laboratorio Clinico y Medicos Llolleo Ltda	Laboratorios Clinicos	Inmaculada Concep. 216 San Antonio - V Región	NA	(56)352281388
laboratorio	Badar	Laboratorios Clinicos	Sexta 0355 Villa Alemana - V Región	NA	(56)322723781
laboratorio	Prodent	Laboratorios Dentales	Av Ramón Freire 540 Quillota - V Región	NA	(56)332267992
laboratorio	Cataldo Correa Eduardo Alberto	Laboratorios Dentales	Pje Roble 1575 Calera - V Región	NA	(56)332225965
laboratorio	Medonuclear LTDA.	Laboratorios Clinicos	Av Recoleta 901 RECOLETA - RM	NA	(56)227775557
laboratorio	Gonzalez Moran Carlos Freddy	Laboratorios Dentales	1 Oriente 252 Viña del Mar - V Región	NA	(56)322689927
laboratorio	Cruz Roja Chilena	Laboratorios Clinicos	Barros Arana 1499 Concepción - VIII Región	NA	(56)412218756
laboratorio	Proartelab Laboratorio Dental	Laboratorios Dentales	Del Inca 4446 LAS Condes - RM	www.proartelab.cl	(56)227310100
laboratorio	Laboratorio Dental Redel	Laboratorios Dentales	Av Monseñor Félix Cabrera 59 PROVIDENCIA - RM	www.laboratoriodentalredel.cl	(56)223351045
laboratorio	Laboratorio Dental Luis Herrera	Laboratorios Dentales	Av Parque Isabel Riquelme 632 SAN Joaquín - RM	NA	(56)225557346
laboratorio	Laboratorio Clinico Bioclin	Laboratorios Clinicos	Av Brasil 744 Chillán - VIII Región	NA	(56)422240387
laboratorio	Laboratorio Dental Asthetik S.A	Laboratorios Dentales	Caupolicán 104 Los Angeles - VIII Región	NA	(56)432326609
laboratorio	Sociedad Medica y de Laboratorio Ltda.	Laboratorios Clinicos	Gómez Carreño 3785 Talcahuano - VIII Región	NA	(56)412851371
laboratorio	Laboratorio Dental Perez Laborde	Laboratorios Dentales	Madreselvas 4630 MACUL - RM	NA	(56)227524522
laboratorio	Laboratorio Lagovet	Laboratorios Veterinarios	Doctor Geissler 698 Puerto Varas - X Región	NA	(56)652234036
laboratorio	Laboratorio Winlop	Laboratorios Clinicos	Pío Nono 430 Puerto Varas - X Región	NA	(56)652346474
laboratorio	Amilab	Articulos Para Laboratorios	Enrique Olivares 1070 LA Florida - RM	www.amilab.cl	(56)222878678
laboratorio	Pharmavita S.A.	Laboratorios Farmaceuticos	Nueva Los Leones 07 PROVIDENCIA - RM	www.pharmavita.cl	(56)223331695
laboratorio	Ulloa Valdivia y CIA. LTDA.	Laboratorios Clinicos	Av Valparaíso 507 Viña del Mar - V Región	www.horaciovaldivia.serviciosmedicos.cl	(56)322684597
laboratorio	Metrolab	Equipos Para Laboratorios	Guardia Vieja 12 PROVIDENCIA - RM	www.metrolab.cl	(56)222336414
laboratorio	Laboratorio Clinico Armando Alvarez	Laboratorios Clinicos	Pte. G. Gonz. Videla 790 La Serena - IV Región	NA	(56)512212903
laboratorio	Laboratorio Clinico Union Ltda	Laboratorios Clinicos	Cayetano Letelier 225 La Unión - XIV Región	NA	(56)642426044
laboratorio	Laboratorio Clinico Clinilab Limitada	Laboratorios Clinicos	General Velásquez 1285 Antofagasta - II Región	www.clinilab.cl	(56)552383063
laboratorio	Centro Medico Emsa	Laboratorios Clinicos	San Martín 1350 Concepción - VIII Región	NA	(56)412290100
laboratorio	Buchert Rosas y Compania Ltda	Articulos Para Laboratorios	Abate Molina 528 SANTIAGO - RM	www.buchert-rosas.com	(56)226898420
laboratorio	Laboratorio Clinico Medicina Nuclear	Laboratorios Clinicos	Pérez Valenzuela 1551 PROVIDENCIA - RM	www.lmn.cl	(56)222350033
laboratorio	Doctor'S Lab	Laboratorios Clinicos	Carlos Condell 2782 Antofagasta - II Región	NA	(56)552225114
laboratorio	Laboratorio de Bioan Alisis Clinico	Laboratorios Clinicos	Miguel Aguirre 280 Ovalle - IV Región	NA	(56)532625876
laboratorio	Dimet LTDA.	Laboratorios Clinicos	DIAG. P. A. C. 1075 Concepción - VIII Región	NA	(56)412911686
laboratorio	Laboratorio Clinico Garcia Rosado	Laboratorios Clinicos	Pudeto 238 Quillota - V Región	www.labgarcia.cl	(56)332310308
laboratorio	Laboratorio Roman Diaz	Laboratorios Clinicos	Julio Prado 1950 ÑUÑOA - RM	www.laboratorioclinico.cl	(56)222047755
laboratorio	Laboratorio Ceran	Laboratorios Clinicos	Manuel Antonio Matta 1839 Antofagasta - II Región	NA	(56)552221020
laboratorio	Farmacia Weleda	Laboratorios Farmaceuticos	Evaristo Lillo 78 LAS Condes - RM	www.weleda.cl	(56)222402700
laboratorio	Laboratorio Clinico	Laboratorios Clinicos	Carrera 1187 Calera - V Región	NA	(56)332222855
laboratorio	Baxter de Chile LTDA.	Laboratorios Farmaceuticos	Av México 715 RECOLETA - RM	www.baxter.cl	(56)226202100
laboratorio	Del-Carpio Bolivar Leonardo	Equipos Para Laboratorios	Sucre 2596 ÑUÑOA - RM	www.delcarpio.cl	(56)222691348
laboratorio	Laboratorio Clinico Cendimed	Laboratorios Clinicos	Lib. B. O'Higgins 500 Osorno - X Región	www.laboratoriocendimed.cl	(56)642245600
laboratorio	Laboratorio Clinico Arauco LTDA.	Laboratorios Clinicos	Ramírez 1246 Iquique - I Región	www.labclinicoarauco.cl	(56)572415240
laboratorio	Laboratorio Clinico Vega y Compania Limitada	Laboratorios Clinicos	Colo-Colo 497 Los Angeles - VIII Región	NA	(56)432313975
laboratorio	Sanibel S.A.	Laboratorios De Cosmeticos	Los Canteros 8511 LA Reina - RM	www.sanibel.cl	(56)222732727
laboratorio	Labotec	Laboratorios Clinicos	Av Argentina 2924 Antofagasta - II Región	www.labotec.cl	(56)552551625
laboratorio	Laboratorio Equilibrio	Laboratorios De Cosmeticos	M. Antonio Tocornal 2375 SAN Joaquín - RM	NA	(56)225564727
laboratorio	Centro Diagnostico H Istopatologia	Laboratorios Clinicos	Dinamarca 621 Temuco - IX Región	NA	(56)452264909
laboratorio	Laboratorio Clinico Nexus	Laboratorios Clinicos	Av Arturo Prat 350 Temuco - IX Región	NA	(56)452272927
laboratorio	Laboratorio Dental Avendaño Arangua	Laboratorios Dentales	Eulogia Sánchez 045 PROVIDENCIA - RM	www.avendanoarangua.cl	(56)226354270
laboratorio	Labotartio Labisur	Laboratorios Clinicos	Senador Estebanez 645 Temuco - IX Región	NA	(56)452243969
laboratorio	Laboratorio Clinico Coloma	Laboratorios Clinicos	Quechereguas 760 San Fernando - VI Región	NA	(56)722712782
laboratorio	Laboratorio de Anatomia Patologica	Laboratorios Clinicos	Merced 565 San Felipe - V Región	NA	(56)342518501
laboratorio	Hanna Instruments	Equipos Para Laboratorios	Lo Echevers 0 PUDAHUEL - RM	www.hannachile.com	(56)228625700
laboratorio	Laboratorio Dental Miguel Pepe	Laboratorios Dentales	Av Providencia 2019 PROVIDENCIA - RM	www.miguelpepe.cl	(56)223345324
laboratorio	Laboratorio Clinico Villarrica	Laboratorios Clinicos	Valentín Letelier 815 Villarrica - IX Región	NA	(56)452412736
laboratorio	Laboratorio Clinico Dr. G. Mejia	Laboratorios Clinicos	Estado 47 Rancagua - VI Región	www.null.cl	(56)722239792
laboratorio	Galenica	Equipos Para Laboratorios	Av Apoquindo 6314 LAS Condes - RM	www.galenica.cl	(56)227992900
laboratorio	Instrumentos Cientificos Melvyn Becerra	Equipos Para Laboratorios	Doctor Torres Boonen 834 PROVIDENCIA - RM	www.melvynbecerra.cl	(56)222093492
laboratorio	Agrolab LTDA.	Laboratorios De Suelos	Av José Domingo Cañas 2914 ÑUÑOA - RM	www.agrolab.cl	(56)222258087
laboratorio	American Dental Art	Laboratorios Dentales	Benjamín 2945 LAS Condes - RM	www.dentalart.cl	(56)222327520
laboratorio	Laboratorio de Especialidades Medicas Lt	Laboratorios Clinicos	Bellavista 123 Puerto Montt - X Región	www.clinandes.cl	(56)652289120
laboratorio	Tecnimed LTDA.	Laboratorios Clinicos	Colo-Colo 357 Concepción - VIII Región	www.tecnimed.cl	(56)412628800
laboratorio	Laboratorio Clinico Dr Raul Campos y Compania	Laboratorios Clinicos	Lincoyán 186 Concepción - VIII Región	NA	(56)412223764
laboratorio	Laboratorio Valma	Laboratorios Farmaceuticos	Miguel de Atero 2883 QUINTA Normal - RM	www.mielax.cl	(56)227739572
laboratorio	Laboratorio Drag Pharma Chile	Laboratorios Veterinarios	Lautaro 300 QUILICURA - RM	www.dragpharma.cl	(56)226526000
laboratorio	Laboratorio Hudson S.A.	Laboratorios De Cosmeticos	Río Palena 9670 PUDAHUEL - RM	www.laboratoriohudson.cl	(56)229527714
laboratorio	Laboratorios Wyeth Inc	Laboratorios Farmaceuticos	Obpo. A. Espinoza C. 2526 MACUL - RM	www.wyeth.com	(56)224635600
laboratorio	Veterquimica S.A.	Laboratorios Veterinarios	Bernardino 1986 Puerto Montt - X Región	www.veterquimica.cl	(56)652437994
laboratorio	Labymed	Articulos Para Laboratorios	Pje Agustín Gacitúa 0281 MAIPÚ - RM	www.caja18.cl	(56)224015937
laboratorio	Dilaco Ltda	Articulos Para Laboratorios	Pérez Valenzuela 1138 PROVIDENCIA - RM	www.dilaco.com	(56)224029700
laboratorio	Distribuidora Furet	Articulos Para Laboratorios	Av Collín 360 Chillán - VIII Región	www.furet.cl	(56)422423646
laboratorio	Laboratorio Clinico Biolab	Laboratorios Clinicos	18 de Septiembre 310 Chillán - VIII Región	NA	(56)422211670
laboratorio	Laboratorios Alcon Chile	Laboratorios Farmaceuticos	Av Los Leones 1459 PROVIDENCIA - RM	www.alconlabs.com	(56)224106400
laboratorio	Diagnotest	Laboratorios Clinicos	Arturo Gallo 455 Arica - XV Región	NA	(56)582252959
laboratorio	Distribuidora de Articulos Medicos Perez Limitada	Vidrios Para Laboratorios	José Miguel Carrera 555 SANTIAGO - RM	www.perezltda.cl	(56)226717467
laboratorio	Laboratorios Dental  Gabriel Barraza	Laboratorios Dentales	Pje Protección Mutua de Chile 897 SANTIAGO - RM	NA	(56)226873233
laboratorio	Club Color	Laboratorios Fotograficos	San Antonio 423 SANTIAGO - RM	NA	(56)226321038
laboratorio	Laboratorio Dental Ortiz	Laboratorios Dentales	Moneda 1542 SANTIAGO - RM	NA	(56)226952325
laboratorio	Laboratorio Dentales Carlos Melendez	Laboratorios Dentales	Av Américo Vespucio Sur 107 LAS Condes - RM	NA	(56)222283405
laboratorio	Laboratorio Clinico Chiloe	Laboratorios Clinicos	Ramón Freire 759 Castro - X Región	NA	(56)652636686
laboratorio	Diagnosur	Laboratorios Clinicos	Ramón Freire 480 Quellón - X Región	NA	(56)652682289
laboratorio	Clinica Dental Den  Center	Laboratorios Dentales	8 Oriente 1318 Talca - VII Región	NA	(56)712716121
laboratorio	Tecnica Dental	Laboratorios Dentales	Italia 735 San Fernando - VI Región	NA	(56)722711505
laboratorio	Laboratorio Sonrident	Laboratorios Dentales	1 y 2 de Octubre 550 Rancagua - VI Región	NA	(56)722241188
laboratorio	Inspelab LTDA.	Laboratorios De Suelos	Cueto 790 SANTIAGO - RM	NA	(56)722265300
laboratorio	Clinigen	Laboratorios Clinicos	Alonso de Ovalle 679 SANTIAGO - RM	NA	(56)226383071
laboratorio	Clinimed LTDA.	Laboratorios Clinicos	Manuel Rodríguez 483 Copiapó - III Región	www.clinimed.cl	(56)522217543
laboratorio	Laboratorio Siac	Laboratorios Clinicos	Vallejos 535 Copiapó - III Región	www.laboratoriosiac.tk	(56)522535383
laboratorio	Centro Medico Aracauria	Laboratorios Dentales	Lautaro 20 Angol - IX Región	NA	(56)452711858
laboratorio	Laboratorio Thomas	Laboratorios Clinicos	Carlos Condell 228 Coyhaique - XI Región	NA	(56)672210051
laboratorio	Leonardo Arellano Hamelin y Compania Limitada	Laboratorios Clinicos	Av Salvador 130 PROVIDENCIA - RM	NA	(56)222237319
laboratorio	Osorio Olmedo Cristian Marcelo	Laboratorios Dentales	Valentín Letelier 1336 SANTIAGO - RM	NA	(56)226959787
laboratorio	Laboratorio Dental Chilodent	Laboratorios Dentales	Yungay 270 Ancud - X Región	NA	(56)652620241
laboratorio	Soc de Profesionales Pisano y Onetto Limitada	Laboratorios Clinicos	Pérez Valenzuela 1572 PROVIDENCIA - RM	NA	(56)222358066
laboratorio	Laboratorio Radiolab	Laboratorios Clinicos	14 de Febrero 1985 Antofagasta - II Región	NA	(56)552226384
laboratorio	Acme Labs	Laboratorios De Suelos	Claudio Arrau 7152 PUDAHUEL - RM	www.acmelab.com	(56)226164600
laboratorio	Biovac S.A.	Laboratorios Veterinarios	Francisco Bilbao 263 Puerto Montt - X Región	NA	(56)652435759
laboratorio	Centro de Diagnostico Biolab	Laboratorios Clinicos	Ortúzar 496 MELIPILLA - RM	NA	(56)228316771
laboratorio	Soc Laboratorio Clinico Citopatologico Ltda	Laboratorios Clinicos	Av Providencia 2601 PROVIDENCIA - RM	NA	(56)222332398
laboratorio	Laboratorio Dental Hernan Villablanca S.	Laboratorios Dentales	Av Gran Av.José Miguel Carrera 8222 LA Cisterna - RM	NA	(56)225580179
laboratorio	Imagro	Laboratorios Veterinarios	V. Pérez Rosales 1308 LA Reina - RM	www.imagro.cl	(56)222271302
laboratorio	Laboratorio Dental Maximo Martinez Oliva	Laboratorios Dentales	Ps Estado 25 SANTIAGO - RM	NA	(56)226640531
laboratorio	Para Mi Bebe	Laboratorios De Cosmeticos	San Isidro 1876 SANTIAGO - RM	www.paramibebe.com	(56)225512649
laboratorio	Inmunoflu	Laboratorios Clinicos	Pudeto 293 Quillota - V Región	NA	(56)332310371
laboratorio	Juan y Gerardo Heyn y Compania Ltda	Articulos Para Laboratorios	Dardignac 239 RECOLETA - RM	NA	(56)227327234
laboratorio	Genetica y Tecnologi a LTDA.	Laboratorios Clinicos	Cnel. Stgo. Bueras 160 SANTIAGO - RM	NA	(56)226390399
laboratorio	Interlab	Equipos Para Laboratorios	Av Irarrázaval 2821 ÑUÑOA - RM	www.interlab.cl	(56)222698583
laboratorio	Histonor	Laboratorios Clinicos	Av Argentina 1609 Antofagasta - II Región	www.monteswines.com	(56)552556512
laboratorio	Laboratorio Isdin Chile Ltda	Laboratorios Farmaceuticos	Av Luis Thayer Ojeda 166 PROVIDENCIA - RM	www.isdin.cl	(56)222442526
laboratorio	Sociedad Servicios Odontologicos y Laboratorio Den	Laboratorios Dentales	San Pío X 2460 PROVIDENCIA - RM	www.piox.cl	(56)222326027
laboratorio	Labotorio Dental Sur	Laboratorios Dentales	Barros Arana 04113 Temuco - IX Región	NA	(56)992606720
laboratorio	Tenco Dental	Laboratorios Dentales	Estoril 120 LAS Condes - RM	www.lab.altoestoril.cl	(56)222475539
laboratorio	Laboratorio Dental Lisden	Laboratorios Dentales	Nueva 2 1459 PEÑALOLÉN - RM	NA	(56)229345484
laboratorio	Francoservicios Ltda	Laboratorios Clinicos	Serrano 1150 Vallenar - III Región	www.labclinicodelhuasco.cl	(56)512544316
laboratorio	Libreria Genesis	Equipos Para Laboratorios	Av 21 de Mayo 0 PEÑAFLOR - RM	www.libreriagenesis.cl	(56)228125861
laboratorio	Dentalis	Laboratorios Dentales	Pje Chipana Los Andes - V Región	NA	(56)323182346
laboratorio	Laboratorio Dental Cp	Laboratorios Dentales	Av Larraín Alcalde 875 La Serena - IV Región	www.laboratoriodentalcp.cl	(56)512271609
laboratorio	Ciber	Equipos Para Laboratorios	Av Colón 0625 Puerto Varas - X Región	www.cibermas.cl	(56)976457711
laboratorio	Ventas Varias	Equipos Para Laboratorios	Pje Cabo Froward 1581 PUENTE Alto - RM	www.dventaspuentealto.cl	(56)228661273
laboratorio	Laboratorio Clinico Valparaiso	Laboratorios Clinicos	Caupolicán 958 Quilpué - V Región	NA	(56)322539905
laboratorio	Laboratorio Ucm Limitada	Laboratorios Enologicos	R 5 Sur 0 Molina - VII Región	NA	(56)752491298
laboratorio	Clinilab	Laboratorios Clinicos	Lib. B. O'Higgins 185 Rengo - VI Región	NA	(56)722514961
laboratorio	Francisden	Laboratorios Dentales	Catamarca 1680 QUINTA Normal - RM	www.francisbascuñan.cl	(56)228665952
laboratorio	Instituto Bioquimico Beta S.A.	Laboratorios Farmaceuticos	Av Las Américas 580 CERRILLOS - RM	NA	(56)224634100
laboratorio	Laboratorio Dental Mp	Laboratorios Dentales	Colo-Colo 293 Chiguayante - VIII Región	NA	(56)412953630
laboratorio	Mescuelo	Laboratorios De Suelos	San Luis 6957 LA Cisterna - RM	WWW.MECSUELO.CL	(56)225227556
laboratorio	Reaclab Company LTDA.	Equipos Para Laboratorios	Pje Samaritano 4 1041 MAIPÚ - RM	NA	(56)228485683
laboratorio	Sigma-Aldrich Quimica	Equipos Para Laboratorios	Av Nueva Providencia 1945 PROVIDENCIA - RM	WWW.SIGMAALDRICH.COM	(56)224957395
laboratorio	Tecnologia e Instrumentacion Dertec Limitada	Equipos Para Laboratorios	Andrés de Fuenzalida 22 PROVIDENCIA - RM	WWW.DERTEC.CL	(56)229332886
laboratorio	Laboratorio Clinico Santa Marta	Laboratorios Clinicos	Villota 348 Curicó - VII Región	NA	(56)752222641
laboratorio	Nicolas Eduardo Cerda Labarca	Laboratorios Dentales	Cerro Colorado 5030 LAS Condes - RM	www.odontotecnia.cl	(56)222029008
laboratorio	Distribuidora Margarita Morales Freire	Articulos Para Laboratorios	Almte. J. J. Latorre 2357 Antofagasta - II Región	www.margaritamorales.com	(56)552590821
laboratorio	Laboratorio Clinico Plaza Valfu Salud	Laboratorios Clinicos	Monumento 2032 MAIPÚ - RM	NA	(56)229199387
laboratorio	Dentomedi S.A.	Laboratorios Dentales	Benavente 531 Puerto Montt - X Región	NA	(56)652344449
laboratorio	Sepulveda & Morales Limitada	Laboratorios Clinicos	Pje José Arrieta 9717 PEÑALOLÉN - RM	NA	(56)992338726
laboratorio	Biogenetics	Laboratorios Clinicos	Av Manquehue Sur 520 LAS Condes - RM	www.biogenetics.cl	(56)222460426
laboratorio	Servicios Salud Integral Guzman LTDA.	Laboratorios Dentales	Av Diego Silva Henríquez 1797 CONCHALÍ - RM	NA	(56)227366933
laboratorio	Dentalab	Laboratorios Dentales	San Martín 1415 Concepción - VIII Región	NA	(56)412749059
laboratorio	Asesorias y Servicios Odontologicos Novodental S.A.	Laboratorios Dentales	Hernando de Aguirre 128 PROVIDENCIA - RM	NA	(56)222343815
laboratorio	Laboratorio Troncoso	Laboratorios Clinicos	Pedro Lagos 1090 Iquique - I Región	www.laboratoriotroncoso.cl	(56)572417937
laboratorio	Laboratorio Labcconte	Laboratorios De Cosmeticos	Barros Arana 1375 Concepción - VIII Región	www.labcconte.cl	(56)412224699
laboratorio	Laboratorio Dental Concepcion	Laboratorios Dentales	San Martín 1415 Concepción - VIII Región	www.laboratoriodentalconcepcion.cl	(56)412650748
laboratorio	Fernandez Rivera Ana Maria	Articulos Para Laboratorios	Zapallar 217 Arica - XV Región	NA	(56)582254165
laboratorio	Bronor LTDA.	Laboratorios Bromatologicos	Pje Maximiliano Poblete 596 Antofagasta - II Región	NA	(56)552936840
